0.25.3,Thu Jul 16 18:20:38 2026,,,,,,,,,,,,,
id,class,name,pretty_name,ergonomics,weight,horizontal_recoil,vertical_recoil,magazine_capacity,barrel_deviation,bullet_damage,bullet_velocity,buck_barrel_deviation,fire_rate,price
,,pmm_scar_16_magwell,Everetts Machining SCAR 16,2,0.05,-1,,,,,,,,700
,vector_folding_stock,,,,,,,,,,,,,
,,kriss_vector_gen2_folding_stock,KALIS Scalar Gen2,16,0.26,-7,-9,,,,,,,0
,,kriss_vector_non_folding_stock_adapter,KALIS Scalar Non-Folding Stock Adapter,0,0.08,0,0,,,,,,,800
,vector_upper_receiver,,,,,,,,,,,,,
,,vector_9mm_upper_receiver,KALIS Scalar 9mm,3,0.39,-10,-10,,,,200,,,3000
,,vector_45acp_upper_receiver,KALIS Scalar .45ACP,0,0.41,0,0,,,,,,,0
,vector_trigger,,,,,,,,,,,,,
,,vector_std_trigger,KALIS Scalar Std.,0,0.03,,,,,,,,,0
,vector_right_rail,,,,,,,,,,,,,
,,vector_right_rail,KALIS Scalar Std.,-1,0.04,,,,,,,,,0
,vector_magazine_eject,,,,,,,,,,,,,
,,vector_std_mag_eject,KALIS Scalar Std.,0,0.01,,,,,,,,,0
,vector_lower_receiver,,,,,,,,,,,,,
,,vector_lower_receiver,KALIS Scalar Gen2,0,0.57,,,,,,,,,0
,vector_left_rail,,,,,,,,,,,,,
,,vector_left_rail,KALIS Scalar Std.,-1,0.04,,,,,,,,,0
,vector_handguard_mount,,,,,,,,,,,,,
,,vector_mk5_side_rail,Vector Mk5 Side Rail,0,0.03,0,0,,,,,,,0
,,mlok_spot,Mlok Attach Point,0,0,,,,,,,,,0
,vector_handguard,,,,,,,,,,,,,
,,vector_mk1_modular_rail,KALIS Scalar Mk1 Modular,2,0.2,-4,-4,,,,,,,1000
,,vector_mk5_mlok_rail,Vector Mk5 M-Lok ModularRail,2,0.17,-2,-4,,,,,,,2000
,,vector_round_shroud_mk1_11inch_modular,"Vector Mk.1 Round Shroud 11"" Modular",3,0.24,-2,-6,,,,,,,2000
,,vector_round_shroud_mk1_9inch_modular,"Vector Mk.1 Round Shroud 9"" Modular",3,0.19,-1,-5,,,,,,,1500
,vector_charging_handle,,,,,,,,,,,,,
,,vector_charging_handle,KALIS Scalar Std.,1,0.03,,,,,,,,,0
,vector_bottom_rail,,,,,,,,,,,,,
,,vector_bottom_rail,KALIS Scalar Std.,0,0.04,,,,,,,,,0
,vector_bolt_release,,,,,,,,,,,,,
,,vector_bolt_release,KALIS Scalar Std.,0,0.01,,,,,,,,,0
,vector_9mm_bolt,,,,,,,,,,,,,
,,vector_9mm_bolt,KALIS Scalar .45ACP,0,0.04,,,,,,,,,0
,vector_45acp_bolt,,,,,,,,,,,,,
,,vector_45acp_bolt,KALIS Scalar .45ACP,0,0.05,,,,,,,,,0
,vector_9mm_barrel,,,,,,,,,,,,,
,,vector_9mm_170mm_barrel,KALIS Scalar 9x19 170mm,-1,0.26,-1,-1,,-0.05,0.02,2,-0.1,,750
,,vector_9mm_140mm_barrel,KALIS Scalar 9x19 140mm,0,0.23,0,0,,0,0,-28,0,,800
,vector_45acp_barrel,,,,,,,,,,,,,
,,vector_45acp_170mm_barrel,KALIS Scalar .45ACP 170mm,-1,0.27,-1,-1,,-0.02,0.03,-72,-0.1,,750
,,vector_45acp_140mm_barrel,KALIS Scalar .45ACP 140mm,0,0.23,0,0,,0,0,-99,0,,800
,magazine_45acp_vector,,,,,,,,,,,,,
,,pf940_std_13r_vector_remodel,STD 13R .45 ACP,15,0.23,,,13,,,,,,0
,magazine_556x45,,,,,,,,,,,,,
,,5.56x45_magtap_pmag_60r,Magtap PMAG D60 60R Drum,-12,1.12,,,60,0.1,,,,,4000
,,5.56x45_x15m_drum_50r,X-15M Drum,-8,1.05,,,50,,,,,,3000
,,5.56x45_magtap_pmag_m3_10r,Magtap PMAG M3 5.56x45 10R,11,0.15,,,10,,,,,,500
,,5.56x45_magtap_pmag_m3_20r,Magtap PMAG M3 5.56x45 20R,6,0.28,,,20,,,,,,750
,,5.56x45_hart_ar15_stanag_30r,Hart STANAG AR-15 30R,0,0.39,,,30,,,,,,500
,,5.56x45_whtnls_stanag_25r,Whitnalls STANAG Mag 5.56x45 25R,3,0.34,,,25,,,,,,750
,,5.56x45_whtnls_stanag_ss_20r,Whitnalls STANAG SS Mag 5.56x45 20R,5,0.25,,,20,,,,,,600
,,5.56x45_magtap_pmag_m3_windowed_30r,Magtap PMAG M3 5.56x45 Windowed 30R,1,0.4,,,30,,,,,,1500
,,5.56x45_magtap_pmag_aus_gen_m3_windowed_30r,Magtap PMAG AUS Gen M3 5.56x45 Windowed 30R,1,0.41,,,30,,,,,,1500
,,5.56x45_magtap_pmag_m3_40r,Magtap PMAG M3 5.56x45 40R,-6,0.54,,,40,,,,,,1600
,,5.56x45_steyr_aug_austrian_10r,Löwenherz AUG A3 Austrian 5.56x45 10R,11,0.16,,,10,,,,,,500
,,5.56x45_steyr_aug_austrian_42r,Löwenherz AUG A3 Austrian 5.56x45 42R,-6,0.58,,,42,,,,,,1600
,,5.56x45_steyr_aug_austrian_30r,Löwenherz AUG A3 Austrian 5.56x45 30R,1.5,0.44,,,30,,,,,,0
,,5.56x45_magtap_pmag_m3_30r,Magtap PMAG M3 5.56x45 30R,1,0.41,,,30,,,,,,1000
,,5.56x45_kf_416_gen_3_magazine,KF-416 30R Gen 3,1,0.41,,,30,,,,,,1500
,,5.56x45_hk_polymer_transparent_30r,Polymer 30R Transparent Mag,1,0.43,,,30,,,,,,1300
,,5.56x45_aft_30r,AF Tournai 30R,1,0.42,,,30,,,,,,1200
,,5.56x45_centrefire_mag560_60r_mag,Centrefire MAG560 60R,-17,0.87,,,60,0.1,,,,,4000
,,5.56x45_centrefire_mag5100_100r_mag,Centrefire MAG5100 100R,-25,1.29,,,100,0.15,,,,,5500
,,5.56x45_dragoon_systems_l5awm_gen2_30r_opaque_mag,Dragoon Systems L5AWM Gen2 Opaque 5.56x45 30R,-1.5,0.28,,,30,,,,,,1500
,,5.56x45_dragoon_systems_l5awm_gen2_30r_translucent_mag,Dragoon Systems L5AWM Gen2 Translucent 5.56x45 30R,-1.5,0.28,,,30,,,,,,1700
,magazine_762x39_akm,,,,,,,,,,,,,
,,7.62x39_akms_aluminium_30r_mag,AKMS Aluminium 7.62x39 30R,0,0.58,,,30,,,,,,750
,,7.62x39_kazarov_akm_6l10_30r_mag,Kazarov AKM 6L10 7.62x39 30R,1,0.63,,,30,,,,,,800
,,7.62x39_magtap_pmag_akm_30r,Magtap PMAG AK/AKM 7.62x39 30R,0,0.55,,,30,,,,,,1200
,,7.62x39_promag_ak47_polymer_mag_30r,ProClip AK-47 7.62x39 Polymer 30R,0.5,0.6,,,30,,,,,,1000
,,7.62x39_promag_ak47_polymer_mag_40r,ProClip AK-47 7.62x39 Polymer 40R,-6,0.78,,,40,,,,,,1500
,,7.62x39_kazarov_akm_ribbed_1955_30r_mag,Kazarov AKM Ribbed 1955 7.62x39 30R,1,0.65,,,30,,,,,,500
,,7.62x39_ati_schmeisser_ak47_windowed_60r_mag,ATI Schmeisser AK47 Windowed 7.62x39 60R,-10,1.09,,,60,,,,,,3500
,,7.62x39_rwb_ak47_75r_drum_mag,RWB AK47 7.62x39 75R Drum,-13,1.51,,,75,0.15,,,,,5000
,,7.62x39_rwb_ak47_100r_drum_mag,RWB AK47 7.62x39 100R Drum,-17,1.86,,,100,0.23,,,,,6000
,magazine_762x51_ak308,,,,,,,,,,,,,
,,7.62x51_kazarov_group_ak308_20r_mag,Kazarov Group 7.62x51 AK-308 20R,0,0.59,,,20,,,,,,0
,,springfield_armory_m14_7.62x51_modified_30r_mag,Springfield Armory M14/M1A 7.62x51 Modified 30R,-6,0.93,,,30,,,,,,1000
,,springfield_armory_m14_7.62x51_modified_20r_mag,Springfield Armory M14/M1A 7.62x51 Modified 20R,0.5,0.62,,,20,,,,,,750
,,sgm_tactical_saiga308_15r_mag,SGM Tactical Saiga .308 15R,5,0.42,,,15,,,,,,700
,,sgm_tactical_saiga308_20r_mag,SGM Tactical Saiga .308 20R,-0.5,0.57,,,20,,,,,,750
,,sgm_tactical_saiga308_25r_mag,SGM Tactical Saiga .308 25R,-3,0.69,,,25,,,,,,950
,,sgm_tactical_saiga308_10r_mag,SGM Tactical Saiga .308 10R,7,0.28,,,10,,,,,,500
,,sgm_tactical_saiga308_3r_mag,SGM Tactical Saiga .308 3R,19,0.09,,,3,,,,,,100
,,sgm_tactical_saiga308_5r_mag,SGM Tactical Saiga .308 5R,13,0.14,,,5,,,,,,300
,,promag_saiga308_sai_a5_polymer_mag_24r,ProClip Saiga 308 7.62x51 SAI-A5 Polymer 24R,-2.5,0.68,,,24,,,,,,900
,magazine_10mm_glock20,,,,,,,,,,,,,
,,glock20_10mm_15r,Glock Standard 15R 10mm,0,0.18,,,15,,,,,,500
,magazine_ar9_adapter,,,,,,,,,,,,,
,,nbs_ar15_9x19_hart_mag_adapter,NBS AR-15 9x19 Hart,0,0.07,,,,,,,,,1000
,magazine_9x19_ar9,,,,,,,,,,,,,
,,hart_32rd,Hart 9x19 32rnd,0,0.36,,,32,,,,,,0
,,evermag_hart_ar9_20r_mag,EVERMAG Hart AR-9 20Rnd,6,0.23,,,20,,,,,,400
,,evermag_hart_ar9_10r_mag,EVERMAG Hart AR-9 10Rnd,12,0.12,,,10,,,,,,200
,,custom_hart_smg_9x19_50r_mag,Custom Hart SMG 9x19 50rnd Magazine,-20,0.6,,,50,0.05,,,,,5000
,hart_smg_extension,,,,,,,,,,,,,
,,tyler_freelance_hart_smg_10r_mag_extension,Tyler Freelance Hart SMG 10R Mag Extension,-6,0.11,,,10,,,,,,1000
,hart_50_more,,,,,,,,,,,,,
,,custom_hart_smg_9x19_50r_extension,Custom Hart SMG 9x19 50R Extension,-45,0.57,20,20,50,0.05,,,,,5000
,,custom_hart_smg_mag_coupler,Custom Hart SMG 9x19,-2,0.1,,,,,,,,,0
,magazine_762x25mm_tt33,,,,,,,,,,,,,
,,tt33_std_8rnd,TT-33 Std. Single Stack 8R,27,0.09,,,8,,,,,,0
,,tt33_extended_16r_mag,TT-33 Custom Welded Single Stack Extended 16R,10,0.18,,,16,,,,,,1000
,magazine_9x18,,,,,,,,,,,,,
,,custom_pm_ppsh_9x18_84r_drum_mag,Custom PM/PPSH 9x18 84R Drum,-12,0.88,4,-1,84,0.05,,,,,5000
,,izhevsk_pm_9x18_8r_magazine,Izhevsk PM 9x18 8R,0,0.09,,,8,,,,,,0
,magazine_9x19_edc_x9,,,,,,,,,,,,,
,,whitner_defense_edc_x9_18r_magazine,Whitner Defense EDC X9 Std. 18r,-5,0.21,,,18,,,,,,1000
,,whitner_defense_edc_x9_15r_magazine,Whitner Defense EDC X9 Std. 15r,-3,0.18,,,15,,,,,,500
,,whitner_defense_edc_x9_10r_magazine,Whitner Defense EDC X9 Std. 10r,0,0.13,,,10,,,,,,0
,magazine_9x19,,,,,,,,,,,,,
,,pf940_9x19_stick_31r_magazine,PF940 17 31R 9x19 Stick,-3,0.35,,,31,,,,,,1000
,,9x19_glock_stick_31r,Glock 9x19 31R Stick,-3,0.35,,,31,,,,,,1000
,,pf940_gen5_9x19_17r_magazine,PF940 17 Gen5 17R 9x19,0,0.2,,,17,,,,,,500
,,sgm_tactical_pf940_9x19_50r_drum_magazine,SGM Tactical PF940 17 50R 9x19 Drum,-7,0.7,,,50,,,,,,3000
,,9x19_sgmt_50r_drum,SGMT 9x19 50R Drum,-7,0.7,,,50,,,,,,3000
,magazine_9x19_ump9,,,,,,,,,,,,,
,,hk_ump9_9x19_30r_mag,UMC-9 9x19 30R,0,0.36,,,30,,,,,,500
,magazine_12g_r870,,,,,,,,,,,,,
,,dragoon_systems_lsx_2rnd_extension,Dragoon Systems LSX +2,9,0.07,,,,,,,,,550
,,dragoon_systems_lsx_3rnd_extension,Dragoon Systems LSX +3,8,0.1,,,,,,,,,750
,,dragoon_systems_lsx_4rnd_extension,Dragoon Systems LSX +4,7,0.13,,,,,,,,,1100
,,dragoon_systems_lsx_5rnd_extension,Dragoon Systems LSX +5,5,0.16,,,,,,,,,1500
,,dragoon_systems_lsx_6rnd_extension,Dragoon Systems LSX +6,3,0.19,,,,,,,,,2000
,,dragoon_systems_lsx_7rnd_extension,Dragoon Systems LSX +7,1,0.22,,,,,,,,,2500
,,dragoon_systems_lsx_8rnd_extension,Dragoon Systems LSX +8,-1,0.25,,,,,,,,,3000
,,r870_4rnd_extension,Roosevelt +4,7,0.13,,,,,,,,,1000
,,r870_std_4r_mag_cap,Roosevelt 870 4R,11,0.02,,,,,,,,,0
,,r870_2rnd_extension,Roosevelt +2,9,0.07,,,,,,,,,500
,magazine_5.45x39,,,,,,,,,,,,,
,,5.45x39_6l26,6L26,-7,0.63,,,45,,,,,,1600
,,5.45x39_6l31,6L31,-12,0.8,,,60,,,,,,3000
,,5.45x39_rpk16_mag,RPK 16 95R,-18,1.16,,,95,,,,,,6000
,,5.45x39_saiga10r,Saiga 5.45 10R,9,0.16,,,10,,,,,,300
,,5.45x39_romanian30r,Romanian Steel 30R,1,0.49,,,30,,,,,,750
,,kazarov_ak74_5.45x39_6l20_30r_mag,Kazarov AK-74 Bakelite 6L20,0,0.41,,,30,,,,,,500
,,kuvalda_rpk_5.45x39_6l18_45r_mag,Kuvalda 5.45x39 AK74/RPK 6L18 45R,-6.5,0.66,,,45,,,,,,1600
,,5.45x39_magtap_pmag_ak74_30r,Magtap PMAG 5.45x39 30R,-0.5,0.38,,,30,,,,,,1200
,,kazarov_ak74m_5.45x39_6l23_30r_mag,Kazarov AK-74M Plastic 6L23,0,0.41,,,30,,,,,,600
,,5.45x39_kazarov_ak12_magazine_30r,Kazarov AK-12 Windowed Polymer 30R,0,0.42,,,30,,,,,,1200
,,banan_magazine,Banana Magazine,0,0.39,,,30,,,,,,5000
,magazine_7.62x51_roosevelt700,,,,,,,,,,,,,
,,scrubs_outdoors_roosevelt_700_.308_5r_mag,Scrubs' Outdoors .308 5R,-2,0.22,,,5,,,,,,0
,,magtap_pmag_ac_5r,Magtap PMAG AC .308 5R,-2,0.18,,,5,,,,,,
,,magtap_pmag_ac_10r,Magtap PMAG AC .308 10R,-6,0.32,,,10,,,,,,
,,scrubs_outdoors_roosevelt_700_.308_10r_mag,Scrubs' Outdoors .308 10R,-6,0.36,,,10,,,,,,1000
,magazine_7.62x54_mosin,,,,,,,,,,,,,
,,7.62x54_promag_10r,ProClip AA762R 02 10R,-4,0.33,,,10,,,,,,1000
,,7.62x54_promag_5r,ProClip AA762R 01 5R,0,0.19,,,5,,,,,,500
,,7.62x54_mosin_5r,Mosin Standard 5R,0,0.24,,,5,,,,,,0
,magazine_9x19_mp5,,,,,,,,,,,,,
,,hk_mp5_std_curved_30r_9x19_magazine,MPi-54 Std. Curved 9x19 30R Mag,0,0.34,,,30,,,,,,0
,,hk_mp5_straight_30r_9x19_magazine,MPi-54 Straight 9x19 30R Mag,1,0.36,,,30,,,,,,500
,,cartesia_productions_mp5_50r_9x19_drum,Cartesia Productions MPi-54 9x19 50R Drum,-9,0.68,,,50,,,,,,3000
,mp5_magazine_bottom_plate,,,,,,,,,,,,,
,,hk_mp5_std_mag_plate,MPi-54 Std. Curved Mag,0,0.02,,,,,,,,,0
,magazine_9x19_pp19,,,,,,,,,,,,,
,,kazarov_pp-19-01_vityaz_9x19_30r_mag,Kazarov PP-19-01 Vityaz 9x19 30R,0,0.34,,,30,,,,,,0
,,kazarov_saiga_9_9x19_pinned_10r_mag,Kazarov Saiga-9 9x19 Pinned 10R,9,0.13,,,10,,,,,,200
,,kalashnikov_usa_kp9_9x19_50r_drum_mag,Kazarov USA KP9 9x19 50R Drum,-6,0.65,,,50,,,,,,3000
,pp19_bottom_plate,,,,,,,,,,,,,
,,kazarov_pp-19-01_mag_bottom_plate,Kazarov PP-19-01,0,0.02,,,,,,,,,0
,magazine_45acp_ump45,,,,,,,,,,,,,
,,hk_ump45_45acp_25r_mag,UMC45 .45 ACP 25R,0,0.43,,,25,,,,,,0
,magazine_5.8x42mm_qbz95,,,,,,,,,,,,,
,,magazine_5.8x42mm_qbz95,Sanxian QBZ-95 5.8x42mm 30R,,0.4,,,30,,,,,,500
,magazine_9x19_aug_para,,,,,,,,,,,,,
,,steyr_aug_para_mp88_9x19_25r_mag,Löwenherz AUG MP88 9x19 25R,0,0.3,,,25,,,,,,500
,,steyr_mpi_69_81_9x19_32r_mag,Löwenherz MPi 69/81 9x19 32R,-4,0.38,,,32,,,,,,750
,,roch_custom_steyr_aug_9x19_40r_mag,Roch Custom Löwenherz AUG Para 9x19 40R,-10,0.46,,,40,,,,,,1000
,magazine_7.62x51_fn_fal,,,,,,,,,,,,,
,,rsa_sa58_fal_metric_magazine_5r,RSA FAL SA-58 U.S. Made Metric 5R,11,0.16,,,5,,,,,,200
,,rsa_sa58_fal_metric_magazine_10r,RSA FAL SA-58 U.S. Made Metric 10R,7,0.32,,,10,,,,,,500
,,rsa_sa58_fal_metric_magazine_20r,RSA FAL SA-58 U.S. Made Metric 20R,0,0.61,,,20,,,,,,0
,,rsa_sa58_fal_metric_magazine_30r,RSA FAL SA-58 U.S. Made Metric 30R,-7,0.92,,,30,,,,,,2000
,,rsa_sa58_fal_metric_polymer_magazine_10r,RSA FAL SA-58 U.S. Made Polymer Metric 10R,5,0.28,,,10,,,,,,800
,,rsa_sa58_fal_metric_polymer_magazine_20r,RSA FAL SA-58 U.S. Made Polymer Metric 20R,-3,0.48,,,20,,,,,,1000
,,enfield_l1a1_slr_pattern_mag_30r,Sheffield L4 Pattern 30R,-6,0.94,,,30,,,,,,2500
,,nm_fal_polymer_mag_20r,Noah Magazines Polymer 20R,-1,0.55,,,20,,,,,,1500
,,cartesia_productions_x_fal_drum_mag_50r,Cartesia Productions X-FAL .308 50R Drum,-15,1.49,,,50,0.1,,,,,4000
,magazine_7.62x51_nato_scarh,,,,,,,,,,,,,
,,promag_scar17_7.62x51_50r_drum,ProClip AF Tournai 17 .308 50R Drum,-15,1.46,,,50,0.1,,,,,4500
,,aft_mk_17_7.62x51_10r,AFT MK-17 7.62x51 NATO 10R,7,0.32,,,10,,,,,,500
,,carpe_diem_industries_scar_7.62x51_polymer_15r,Carpe Diem Industries SCAR-H 7.62x51 Polymer 15R,2,0.43,,,15,,,,,,1500
,,carpe_diem_industries_scar_7.62x51_polymer_20r,Carpe Diem Industries SCAR-H 7.62x51 Polymer 20R,-1,0.57,,,20,,,,,,1250
,,carpe_diem_industries_scar_7.62x51_polymer_30r,Carpe Diem Industries SCAR-H 7.62x51 Polymer 30R,-7,0.86,,,30,,,,,,3000
,,carpe_diem_industries_scar_7.62x51_polymer_10r,Carpe Diem Industries SCAR-H 7.62x51 Polymer 10R,6.5,0.29,,,10,,,,,,750
,,aft_mk_17_7.62x51_20r,AFT MK-17 7.62x51 NATO 20R,0,0.63,,,20,,,,,,0
,magazine_7.62x51_nato_sr25,,,,,,,,,,,,,
,,cartesia_productions_x25_7.62x51_drum_50r,Cartesia Productions X-25 .308 50R Drum,-14,1.5,,,50,0.1,,,,,5000
,,magtap_pmag_d50_lr_sr_gen_m3_7.62x51_50r,Magtap PMAG D-50 LR/SR Gen M3 .308 50R Drum,-15,1.45,,,50,0.1,,,,,4500
,,dragoon_systems_l7awm_translucent_7.62x51_25r,Dragoon Systems L7AWM Translucent 7.62x51 25R,-3.5,0.73,,,25,,,,,,1500
,,dragoon_systems_l7awm_7.62x51_25r,Dragoon Systems L7AWM 7.62x51 25R,-4,0.72,,,25,,,,,,1500
,,dragoon_systems_l7awm_translucent_7.62x51_20r,Dragoon Systems L7AWM Translucent 7.62x51 20R,0.5,0.59,,,20,,,,,,1250
,,dragoon_systems_l7awm_7.62x51_20r,Dragoon Systems L7AWM 7.62x51 20R,0,0.58,,,20,,,,,,1250
,l7awm_mag_assist,,,,,,,,,,,,,
,,magtap_223_mag_assist_l7awm,Magtap 223,1,0.04,,,,,,,,,200
,magazine_9mm_vector,,,,,,,,,,,,,
,,9x19_glock_stick_31r_vector,PF940 9x19 31R Stick,16,0.26,,,29,,,,,,1000
,,9x19_sgmt_drum50r_vector,SGMT 9x19 50R Drum,6,0.55,,,50,,,,,,3000
,,9x19_pf940_std_17r_vector,PF940 9x19 17R,20,0.15,,,17,,,,,,500
,magazine_7.62x51_g3,,,,,,,,,,,,,
,,hk_g3_std_20r_magazine,KG-31 Standard 20R,0,0.64,,,20,,,,,,1000
,,custom_g3_welded_30r_magazine,Custom KG-31 Welded 30R,-7,0.94,,,30,,,,,,2000
,,hk_g3_10r_magazine,KG-31 Steel 10R,7,0.33,,,10,,,,,,500
,r870_agr,,,,,,,,,,,,,
,,agr_870_protection_cap,AGR 870,14,0.02,8,8,,,,,,,100
,,agr_870_buffer_tube,AGR-870,0,0.1,0,0,,,,,,,500
,r870_barrel,,,,,,,,,,,,,
,,r870_325mm_sawn_off,Sawn Off Smoothbore 325mm,6,0.37,4,4,,0.2,-0.1,-7,0.2,,1200
,,r870_325mm_sawn_off_vent_ribs,Sawn Off 325mm Smoothbore With Vent Ribs,6.5,0.41,4,4,,0.2,-0.1,-7,0.2,,1200
,,r870_508mm,Roosevelt 508mm Smoothbore,4.5,0.64,0,0,,0.05,0,168,-0.05,,0
,,r870_660mm_barrel_vent_ribs,Roosevelt 660mm Smoothbore With Vent Ribs,3,0.72,-1,-1,,-0.1,0.1,271,-0.2,,1500
,,r870_711mm_barrel_vent_ribs,Roosevelt 711mm Smoothbore With Vent Ribs,2,0.8,-2,-2,,-0.15,0.15,300,-0.25,,1750
,,r870_762mm_barrel_vent_ribs,Roosevelt 762mm Smoothbore With Vent Ribs,0.5,0.86,-2.5,-2.5,,-0.2,0.2,327,-0.3,,2000
,,r870_864mm_barrel_vent_ribs,Roosevelt 864mm Smoothbore With Vent Ribs,-2,1,-4,-4,,-0.2,0.25,376,-0.3,,3500
,,r870_211mm_sawn_off,Sawn Off Smoothbore 211mm,5,0.29,5,5,,0.3,-0.2,-176,0.3,,1000
,,r870_508mm_fixed_sight,Roosevelt 508mm Smoothbore With Fixed Sight,4,0.66,0,0,,0.05,0,168,-0.05,,1100
,,wesson_slug_610mm_cantilever,Wesson's Slug 610mm w/ cantilever,-1,0.72,-2,-1,,-0.5,0.1,390,0.5,,2500
,r870_barrel_front_sight,,,,,,,,,,,,,
,,r870_std_front_sight,Roosevelt Standard Barrel,1,0.1,,,,,,,,,0
,r870_bolt,,,,,,,,,,,,,
,,r870_std_bolt,Standard,0,0.15,,,,,,,,,0
,r870_handguard,,,,,,,,,,,,,
,,r870_speedfeed_handguard,Roosevelt SpeedFeed,4,0.14,-5,-5,,,,,,,0
,,r870_magtap_moe_handguard,Magtap MOE Rem870,8,0.17,-2,-2,,,,,,,750
,,pro_tactical_pr870_handguard,P.R.O Tactical PR870,6,0.22,-4,-5,,,,,,,600
,r870_receiver,,,,,,,,,,,,,
,,r870_std_receiver,Standard Roosevelt Model 870,0,1.3,0,0,,,,,,,0
,,r870_serbu_shorty_receiver,Roosevelt Tampa Shorty,4,1.1,2,2,,,,,,,1000
,,roosevelt_870_mod_rmp3_receiver,Roosevelt Model 870 Mod. RMP3 Dovetail,-2,1.12,0,-1,,,,,,,800
,r870_shell_carrier,,,,,,,,,,,,,
,,r870_shell_carrier,Roosevelt Standard,0,0.03,,,,,,,,,0
,r870_shell_extractor,,,,,,,,,,,,,
,,r870_shell_extractor,Roosevelt Standard,0,0.01,,,,,,,,,0
,r870_shorty_bolt,,,,,,,,,,,,,
,,r870_shorty_std_bolt,Roosevelt Shortened Tampa,0,0.1,,,,,,,,,0
,r870_stock,,,,,,,,,,,,,
,,r870_earthquake_raptor_pistol_grip,Earthquake Raptor Rem870,14,0.09,6,6,,,,,,,1000
,,r870_sps_polymer_stock,Roosevelt SPS Polymer,22,0.34,-9,-8,,,,,,,750
,,r870_mesa_tactical_leo_stock_adapter,Canyon Tactical Roosevelt 870 LEO,-7,0.2,-1,-2,,,,,,,1000
,,agr_870_pistol_grip,P.R.O Tactical AGR-870,1,0.17,-3,-4,,,,,,,1000
,,magtap_moe_870_sga_polymer_stock,Magtap MOE 870 SGA Polymer,22,0.32,-7,-9,,,,,,,1200
,r870_top_mount,,,,,,,,,,,,,
,,asm_1_mount,Optech ASM-1,-3,0.1,,,,,,,,,1200
,,hg_shortrail_ghost_ring_rear_sight,HG Shortrail Ghost Ring,-1,0.06,,,,,,,,,1000
,,leopard_atg_pro_mtu_028sg_mount,Leopard ATG PRO MTU-028SG,-0.5,0.05,,,,,,,,,900
,r870_trigger,,,,,,,,,,,,,
,,r870_std_trigger,Roosevelt 870 Standard,0,0.02,,,,,,,,,0
,r870_barrel_rear_sight,,,,,,,,,,,,,
,,r870_std_rear_sight,Roosevelt Standard Barrel,1,0.02,,,,,,,,,0
,ak_dust_cover,,,,,,,,,,,,,
,,pro_tactical_ak74_pdc_dust_cover,FAB Defence AK74 PDC,4,0.17,-3,-3,,,,,,,1000
,,kazarov_ak74m_6p34_01_dust_cover,Kazarov AK-74M 6P34 0-1,7,0.11,-3,-4,,,,,,,500
,,kazarov_ak74_6p1_01_dust_cover,Kazarov AK-74 6P1 0-1,6,0.09,-3,-3,,,,,,,0
,,veles_b_33_ak_dust_cover,Veles B-33 AK,4,0.19,-3,-4,,,,,,,2000
,,akademia_bastion_dust_cover,AKademia bastion,3,0.21,-4,-5,,,,,,,1200
,,northeast_industries_alpha_ak_series_railed_top_cover,Northeast Industries ALPHA AK Series Railed Top Cover,5,0.24,-4,-3,,,,,,,2000
,ak_carbine_dust_cover,,,,,,,,,,,,,
,,kazarov_aks74u_6p26_sb7_dust_cover,Kazarov AKS-74U 6P26 Sb.7,8,0.13,-2,-3,,,,,,,0
,,fireline_pilgrim_aksu_dust_cover,FireLine Pilgrim AKSU Railed,5,0.15,-1,-1,,,,,,,1500
,ak_rear_sight,,,,,,,,,,,,,
,,scout_scopes_ak_drop_on_rail,Scout Scopes AK,-2,0.12,,,,,,,,,1000
,,si_ak_drop_on_rail,Smite Industries AK,-2,0.06,,,,,,,,,1000
,,akm_rear_sight_6p1_sb2_1,6P1 Sb.2-1,1,0.03,,0,,,,,,,0
,,kazarov_ak74_6p1_sb2_rear_sight,Kazarov AK-74 6P1 Sb.2,1,0.01,,,,,,,,,0
,ak_carbine_rear_sight,,,,,,,,,,,,,
,,kazarov_aks74u_rear_sight,Kazarov AKS-74U,1,0.01,,,,,,,,,0
,ak_rs_block,,,,,,,,,,,,,
,,kazarov_ak74_rear_sight_block,Kazarov AK-74,0,0.09,,,,,,,,,0
,,kazarov_akm_rear_sight_block,Kazarov AKM,0,0.1,,,,,,,,,0
,ak_barrel_mount,,,,,,,,,,,,,
,,rs_regulate_bm_1_akm_spec_.59_accessory_mount,RS Regulate BM-1 AKM Spec .59 Accessory,-1,0.04,,,,,,,,,500
,ak_dovetail_mount,,,,,,,,,,,,,
,,adron_kobra_ekp_8_02_mount,Adron Kobra EKP-8-02 Dovetail,0,0.12,,,,,,,,,100
,,veles_chelomo_dovetail_mount_pkas,Veles ChelOMO PK-AS,0,0.08,,,,,,,,,600
,,priceli_narod_okp_7_dovetail,Priceli Narod OKP-7,-2,0.17,,,,,,,,,1200
,,veles_b_13_klassika_dovetail_mount,"Veles B-13 ""Klassika""",-2,0.14,0,0,,,,,,,750
,,npz_1p78_1_dovetail_mount,NPZ 1P78-1 Dovetail,0,0.1,,,,,,,,,600
,,npz_1p78_kashtan_s3_1_dovetail_mount,NPZ 1P78 Kashtan S3-1 Dovetail,0,0.12,,,,,,,,,700
,,rs_regulate_ak_303m_full_length_lower_mount,RS Regulate AK-303M Full Length Lower,0,0.1,0,0,,,,,,,750
