name,pretty_name
hk_mp5_hk94_stock_endcap,MPi-54/KF-94
hk_mp5_endcap_sling_swivel,MPi-54 Endcap
hk_mp5_std_upper_receiver,MPi-54 Standard 9x19 Upper
hk_mp5sd_upper_receiver,MPi54SD 9x19 Upper
hk_mp5_std_9x19_front_trunnion,MPi-54 9x19 Front Trunnion
hk_mp5sd_9x19_front_trunnion,MPi54SD 9x19 Front Trunnion
hk_mp5_std_cocking_support,MPi-54 Cocking Support
hk_mp5_std_charging_handle,MPi-54
kfp_knurled_extended_mpi54_charging_handle,KFP MPi-54
hk_mp5_std_9x19_bolt_assembly,MPi-54 Bolt
hk_mp5_std_fire_selector,MPi-54 Fire Selector
hk_mp5_std_mag_release,MPi-54 Std.
hk_mp5sd_9x19_146mm_barrel,MPi-54SD 146mm 9x19
hk_mp5sd_9x19_suppressor,MPi54SD 9x19
centrefire_lm1_bk_flashlight,Centrefire LM1-BK Visible Light Flashlight
centrefire_lm1_b_bk_flashlight,Centrefire LM1-B-BK Visible Light Flashlight
centrefire_lm2_bk_flashlight,Centrefire LM2-BK Visible Light Flashlight
centrefire_lm2_b_bk_flashlight,Centrefire LM2-B-BK Visible Light Flashlight
ptr_mp5_hg_bottom_rail,CTR MPi-54 Bottom
ptr_mp5_hg_left_rail,CTR MPi-54 Left
ptr_mp5_hg_right_rail,CTR MPi-54 Right
buck_knives_m9_phrobis_iii_bayonet_blade,Buck Knives M9 Phrobis III
buck_knives_m9_phrobis_iii_bayonet_grip,Buck Knives M9 Phrobis III
ontarioknife_m11_eod_knife_grip,OntarioKnife M11 EOD
ontarioknife_m11_eod_knife_blade,OntarioKnife M11 EOD
izhevsk_akm_type2_bayonet_blade,Izhevsk AKM Type II
izhevsk_akm_type2_bayonet_grip,Izhevsk AKM Type II
izhevsk_akm_type2_bayonet_sling,Izhevsk AKM Type II
izhevsk_akm_type1_bayonet_blade,Izhevsk AKM Type I
izhevsk_akm_type1_bayonet_grip,Izhevsk AKM Type I
izhevsk_akm_type1_bayonet_sling,Izhevsk AKM Type 1
sno_vulkan_pg_7vl_heat_warhead,SNO Vulkan PG-7VL HEAT
sno_vulkan_og_7v_frag_warhead,SNO Vulkan OG-7V HE-Frag
sno_vulkan_rpg_7n2_tube,SNO Vulkan RPG-7N2
sno_vulkan_rpg_7_wooden_shoulder_padding,SNO Vulkan RPG-7 Wooden
sno_vulkan_rpg_7n2_tube_additions,SNO Vulkan RPG-7N2
sno_vulkan_rpg_7_hammer,SNO Vulkan RPG-7
sno_vulkan_rpg_7_safety,SNO Vulkan RPG-7
sno_vulkan_rpg_7_trigger,SNO Vulkan RPG-7
sno_vulkan_rpg_7_pistol_grip,SNO Vulkan RPG-7
sno_vulkan_rpg_7_rear_grip,SNO Vulkan RPG-7
sno_vulkan_rpg_7_front_sight,SNO Vulkan RPG-7
sno_vulkan_rpg_7_front_sight_folded,SNO Vulkan RPG-7 Folded
sno_vulkan_rpg_7_rear_sight,SNO Vulkan RPG-7
sno_vulkan_rpg_7_rear_sight_zeroing_rail,SNO Vulkan RPG-7 Rear Sight
sno_vulkan_rpg_7_rear_sight_zeroing_rail_folded,SNO Vulkan RPG-7 Rear Sight Folded
launchtron_psrl_2_tube,LaunchTron USA PSRL-2
launchtron_psrl_2_tube_shoulder_padding,LaunchTron USA PSRL-2 Tube
launchtron_psrl_2_trigger_housing,LaunchTron USA PSRL-2
launchtron_psrl_2_hammer,LaunchTron USA PSRL-2
launchtron_psrl_2_safety,LaunchTron USA PSRL-2
launchtron_psrl_2_trigger,LaunchTron USA PSRL-2
launchtron_psrl_rear_top_rail,LaunchTron USA PSRL Rear Top
launchtron_psrl_rear_side_rail,LaunchTron USA PSRL Rear Side
launchtron_psrl_rear_bottom_rail,LaunchTron USA PSRL Rear Bottom
launchtron_psrl_front_top_rail,LaunchTron USA PSRL Front Top
launchtron_psrl_front_side_rail,LaunchTron USA PSRL Front Side
launchtron_psrl_front_bottom_rail,LaunchTron USA PSRL Front Bottom
launchtron_psrl_ironsight_base_mount,LaunchTron USA PSRL Ironsight Base
launchtron_psrl_rear_ironsight_base,LaunchTron USA PSRL Rear
launchtron_psrl_rear_ironsight,LaunchTron USA PSRL
launchtron_psrl_rear_ironsight_folded,LaunchTron USA PSRL Folded
launchtron_psrl_front_ironsight_base,LaunchTron USA PSRL Front
launchtron_psrl_front_ironsight,LaunchTron USA PSRL
launchtron_psrl_front_ironsight_folded,LaunchTron USA PSRL Folded
launchtron_psrl_plastic_foregrip,LaunchTron USA PSRL Plastic
sig_sauer_p320_mag_bottom_plate,Sic Stürmer P320 Mag
sig_sauer_p320_9x19_17r_mag,Sic Stürmer P320 9x19 17R
sig_sauer_p320_9x19_21r_mag,Sic Stürmer P320 9x19 21R
sig_sauer_p320_9x19_30r_mag,Sic Stürmer P320 9x19 30R
sig_sauer_p320_mag_short_sleeve,Sic Stürmer P320 Short
sig_sauer_p320_mag_long_sleeve,Sic Stürmer P320 Long
sig_sauer_p320_compact_3.9inch_9x19_barrel,"Sic Stürmer Compact-Size 3.9"" 9x19"
sig_sauer_p320_compact_4.6inch_threaded_9x19_barrel,"Sic Stürmer Compact-Size 4.6"" Threaded 9x19"
sig_sauer_p320_full_4.7inch_9x19_barrel,"Sic Stürmer Full-Size 4.7"" 9x19"
sig_sauer_p320_full_5.5inch_threaded_9x19_barrel,"Sic Stürmer Full-Size 5.5"" Threaded 9x19"
sig_sauer_p320_xfull_grip_module,Sic Stürmer P320 XFULL
sig_sauer_p320_xcarry_grip_module,Sic Stürmer P320 XCARRY
sig_sauer_p320_flat_trigger,Sic Stürmer P320 Flat
sig_sauer_p320_skeletonized_enhanced_trigger,Sic Stürmer P320 Skeletonized Enhanced Stainless Steel
sig_sauer_p320_xfull_recoil_spring,Sic Stürmer P320 XFULL
sig_sauer_p320_xcarry_recoil_spring,Sic Stürmer P320 XCARRY
sig_sauer_p320_xfull_9x19_slide,Sic Stürmer P320-XFULL 9x19
sig_sauer_m18x_9x19_slide,Sic Stürmer M18X 9x19
sig_sauer_m17x_9x19_slide,Sic Stürmer M17X 9x19
sig_sauer_m17_optic_slide_cover,Sic Stürmer M17
sig_sauer_p320_optic_slide_cover,Sic Stürmer P320
sig_sauer_xray3_night_front_sight,Sic Stürmer X-RAY3 Day/Night
sig_sauer_xray3_night_rear_sight,Sic Stürmer X-RAY3 Day/Night
sig_sauer_m17_sigplate_rear_sight,Sic Stürmer M17 Sigplate
sig_sauer_p320_fcu,Sic Stürmer P320
sig_sauer_p320_extractor,Sic Stürmer P320
sig_sauer_p320_mag_release,Sic Stürmer P320
sig_sauer_p320_sear_housing,Sic Stürmer P320
sig_sauer_p320_slide_cap,Sic Stürmer P320
sig_sauer_p320_slide_release,Sic Stürmer P320
sig_sauer_p320_takedown_lever,Sic Stürmer P320
sig_sauer_p320_10mm_takedown_safety_lever,Sic Stürmer P320 10mm
sig_sauer_p320_x_mag_funnel,Sic Stürmer P320-X
F1,F1 Grenade
M67,M67 Grenade
TestFlash,TestFlash
TestSmoke,TestSmoke
Makarov,Pistolet Makarova
TT33,Tokarev TT-33
EDC_X9,Whitner Defense EDC X9
P320,Sic Stürmer P320
KF416,KF 416
AUG_A3,Löwenherz AUG A3
AK12,Kazarov Group AK-12
AK308,Kazarov Group AK-308
M4A1,AR-15
QBZ95,Sanxian QBZ-95
SA58,RSA SG-58
SCAR47,HILT Defense MK-76
SCARH,AFT MK-17
SCARL,AFT MK-16
G3,KF KG-31
Remington700,Roosevelt M700
AK_762,Kazarov Group AK 7.62
AK_545,Kazarov Group AK 5.45
AK_545_Carbine,Kazarov Group AK 5.45 Carbine
MosinNagant,Mosin Nagant M91/30 PU
Remington870,Roosevelt M870 Express
MP133,Ladoga MP133
MP5,KF MPi-54
Vector,KALIS Scalar Gen II
MK9,AR-9
UMP,KF UMC-45
AK_9,Kazarov Group PP-19-01
Turret,Handheld turret
PlacingTool,AN/PRC 152 Type A Radio
RPG7,RPG-7
PSRL,PSRL
cummerbund_magazine,default_cummerbund
military_shirt_01,military_shirt_01
military_shirt_02,military_shirt_02
military_pants_01,military_pants_01
military_pants_02,military_pants_02
avs_m4_flap,avs_m4_flap
crye_precision_avs,crye_precision_avs
rear_platebag,rear_platebag
ops_core_fast_sf,ops_core_fast_sf
default_cummerbund,default_cummerbund
temp_gpnvg,temp_gpnvg
temp_othernvg,temp_othernvg
dovetail_nvg_mount,ops_core_fast_sf
